rootfs / rootfs ro,seclabel 0 0
/dev/block/dm-0 /system/lib/libmdloggerrecycle.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmdnssd.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmedia.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmedia_helper.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmedia_jni.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmedia_omx.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmediadrm.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmedialogservice.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmediametrics.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmediandk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmediaplayerservice.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmediatek_exceptionlog.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmediautils.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmemoryDumpEncoder.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmemtrack.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmemunreachable.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmet-tag.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmidi.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libminikin.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libminiui.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmrdump.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtk_drvb_sys.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtk_vt_service.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtk_vt_wrapper.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtkavenhancements.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtkbootanimation.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtklimiter.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtkshifter.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libmtp.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnativebridge.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnativehelper.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnativeloader.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnativewindow.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnbaio.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnetd_client.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnetlink.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnetutils.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnetworklocation.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libneuralnetworks.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnl.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnvram_mtk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnvram_platform_mtk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libnvram_sec_mtk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libopenjdk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libopenjdkjvm.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libopenjdkjvmti.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libopus.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpac.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpackagelistparser.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpcap.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpcre2.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpdfium.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libperfctl.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libperfframeinfo_jni.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpiex.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpixelflinger.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpl_droidsonroids_gif.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpng.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpower.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpowermanager.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpq_cust_mtk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libpq_prot_mtk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libprocessgroup.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libprocinfo.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libprogrambinary.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libprotobuf-cpp-full.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libprotobuf-cpp-lite.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libqihooversion.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libqkimageproc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libradio_metadata.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libresourcemanagerservice.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/librs_jni.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/librtp_jni.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libscanner.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libschedulerservicehidl.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libselinux.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsensor.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsensorservice.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsensorservicehidl.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libserviceutility.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsf_debug.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libshowlogo.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsigchain.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsignal.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsink.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libskia.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsoftkeymaster.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsoftkeymasterdevice.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsonic.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsonivox.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsoundpool.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsoundtrigger.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsoundtriggerservice.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsource.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsparse.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libspeexresampler.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsqlite.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libssl.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_amrnb_common.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_enc_common.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_flacdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_foundation.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_http_support.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_httplive.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_omx.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_omx_utils.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_aacdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_aacenc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_amrdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_amrnbenc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_amrwbenc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_avcdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_avcenc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_flacdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_flacenc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_g711dec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_gsmdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_hevcdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_mp3dec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_mpeg2dec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_mpeg4dec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_mpeg4enc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_opusdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_rawdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_vorbisdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_vpxdec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_soft_vpxenc.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_wfd_mtk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstagefright_xmlparser.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstdc++.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libstereoinfoaccessor.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsurfaceflinger.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsurfaceflinger_ddmconnection.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsuspend.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsync.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsysenv_system.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libsysutils.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libtextclassifier.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libtextclassifier_hash.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libthaiDict.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libtinyalsa.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libtinyxml2.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libtombstoned_client.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libtouchfilter.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libui.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libui_ext_fwk.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libunwind.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libusbhost.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libutils.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvintf.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvixl-arm.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvixl-arm64.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvndksupport.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvoicerecognition.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvoicerecognition_jni.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvorbisidec.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvsync_enhance.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvsync_hint.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvt_avsync.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libvulkan.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libwebviewchromium_loader.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libwebviewchromium_plat_support.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libweibosdkcore.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libwifi-service.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libwilhelm.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libxml2.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libxtables.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libyv12util.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libz.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/libziparchive.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/mtkdrm/libdrmmtkplugin.so ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/app_android_ninestore_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/cn_kuwo_player_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_achievo_vipshop_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_adflash_quicktouch_g_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_andreader_prein_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_autonavi_minimap_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_chaozh_ireaderfree_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_dc_geek_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_dianping_v1_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_duomi_android_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_facebook_katana_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_facebook_lite_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_facebook_orca_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_financial360_nicaifu_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_hola_weather_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_huajiao_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_idea_easyapplocker_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_idea_share_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_ifeng_news2_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_iflytek_inputmethod_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_instagram_android_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_jingdong_app_mall_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_kikaoem_qisiemoji_inputmethod_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_lenovo_anyshare_gps_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_lightsky_video_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_moji_mjweather_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_mxtech_videoplayer_ad_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_qihoo_around_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_qihoo_mall_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_qiku_android_virtualnumber_ui_virtualnumberwelcomeactivity_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_qiku_smartkey_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_qisiemoji_inputmethod_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_qiyi_video_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_qunar_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_sankuai_meituan_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_sina_weibo_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_sohu_inputmethod_sogou_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_songheng_eastnews_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_ss_android_article_news_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_tencent_mm_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_tianqi2345_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_tmall_wireless_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_tuan800_tao800_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_twitter_android_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_ubercab_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_uc_iflow_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_ucmobile_intl_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_whatsapp_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_ximalaya_ting_android_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/com_youku_phone_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/HDIcon/ctrip_android_view_f.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/cfg.xml ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/default_wallpaper/default_keyguard_wallpaper.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/default_wallpaper/default_launchermenu_wallpaper.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/default_wallpaper/default_wallpaper.jpg ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/properties.xml ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_0.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_1.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_2.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_3.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_4.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_5.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_6.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_7.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_8.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_9.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/calendar_bg.png ext4 ro,seclabel,relatime,data=ordered 0 0
/dev/block/dm-0 /system/lib/uitechno/defaulttheme/com.qiku.android.launcher3/res/drawable-xhdpi/changewallpaper_bg.png ext4 ro,seclabel,relatime,data=ordered 0 0
